t_epoch,util_gpu_pct,mem_used_mib,mem_total_mib,temp_c
1786265654.32,5,664,6144,64
1786265655.42,1,664,6144,64
1786265656.48,0,664,6144,63
1786265657.55,0,664,6144,63
1786265658.61,1,876,6144,63
1786265659.67,0,876,6144,64
1786265660.74,0,876,6144,64
1786265661.8,0,876,6144,64
1786265662.87,0,876,6144,64
1786265663.94,0,876,6144,64
1786265665.01,0,876,6144,64
1786265666.09,0,876,6144,62
1786265667.15,1,878,6144,62
1786265668.21,1,878,6144,62
1786265669.26,1,878,6144,62
1786265670.33,1,878,6144,62
1786265671.4,0,878,6144,61
1786265672.47,1,876,6144,61
1786265673.59,1,876,6144,61
1786265674.67,1,876,6144,61
1786265675.73,1,876,6144,61
1786265676.81,1,876,6144,61
1786265677.88,1,876,6144,61
1786265678.97,1,876,6144,61
1786265680.04,2,876,6144,60
1786265681.11,2,876,6144,60
1786265682.17,2,876,6144,60
1786265683.24,2,876,6144,60
1786265684.31,2,889,6144,60
1786265685.38,2,889,6144,60
1786265686.46,1,889,6144,60
1786265687.53,2,889,6144,60
1786265688.61,2,889,6144,60
1786265689.67,2,889,6144,60
1786265690.74,2,889,6144,60
1786265691.82,2,889,6144,59
1786265692.89,1,889,6144,59
1786265693.97,1,892,6144,59
1786265695.04,2,892,6144,59
1786265696.1,2,892,6144,59
1786265697.18,2,892,6144,59
1786265698.28,2,892,6144,59
1786265699.35,2,893,6144,59
1786265700.41,2,893,6144,59
1786265701.48,1,893,6144,59
1786265702.54,2,893,6144,59
1786265703.62,1,893,6144,59
1786265704.7,2,892,6144,59
1786265705.77,2,892,6144,59
1786265706.85,2,892,6144,59
1786265707.91,2,892,6144,59
1786265708.99,1,892,6144,58
1786265710.05,1,892,6144,58
1786265711.14,2,892,6144,58
1786265712.2,2,892,6144,58
1786265713.28,2,892,6144,58
1786265714.33,2,892,6144,58
1786265715.41,2,892,6144,58
1786265716.48,4,892,6144,58
1786265717.56,4,892,6144,58
1786265718.63,4,888,6144,58
1786265719.7,2,893,6144,58
1786265720.77,4,893,6144,58
1786265721.88,2,893,6144,58
1786265722.93,2,893,6144,58
1786265724.01,1,893,6144,58
1786265725.09,2,891,6144,58
1786265726.16,2,891,6144,58
1786265727.24,2,891,6144,58
1786265728.31,2,891,6144,58
1786265729.39,2,891,6144,58
1786265730.62,9,5744,6144,58
1786265731.68,100,5979,6144,63
1786265732.74,100,5984,6144,63
1786265733.8,97,5954,6144,63
1786265734.88,1,5981,6144,63
1786265735.95,100,5981,6144,64
1786265737.02,100,5981,6144,64
1786265738.09,100,5981,6144,64
1786265739.14,100,5981,6144,65
1786265740.22,100,5981,6144,65
1786265741.3,100,5981,6144,65
1786265742.36,100,5981,6144,66
1786265743.43,100,5981,6144,66
1786265744.5,100,5981,6144,66
1786265745.57,100,5981,6144,66
1786265746.64,100,5981,6144,66
1786265747.71,100,5981,6144,67
1786265748.76,100,5981,6144,66
1786265749.83,100,5981,6144,67
1786265750.9,100,5981,6144,67
1786265751.98,40,5981,6144,70
1786265753.04,100,5981,6144,68
1786265754.1,100,5981,6144,68
1786265755.16,100,5981,6144,67
1786265756.23,100,5981,6144,68
1786265757.28,100,5981,6144,68
1786265758.36,100,5981,6144,68
1786265759.42,100,5981,6144,68
1786265760.49,100,5981,6144,68
1786265761.55,100,5981,6144,68
1786265762.62,100,5981,6144,69
1786265763.68,100,5981,6144,68
1786265764.73,100,5981,6144,69
1786265765.8,100,5981,6144,69
1786265766.85,100,5981,6144,69
1786265767.98,100,5981,6144,69
1786265769.06,100,5981,6144,69
1786265770.13,100,5981,6144,70
1786265771.19,100,5981,6144,71
1786265772.26,100,5981,6144,70
1786265773.33,100,5981,6144,70
1786265774.4,100,5981,6144,70
1786265775.46,100,5981,6144,70
1786265776.54,100,5981,6144,70
1786265777.59,100,5981,6144,70
1786265778.67,100,5981,6144,70
1786265779.73,100,5981,6144,70
1786265780.79,100,5981,6144,70
1786265781.87,100,5981,6144,70
1786265782.92,100,5981,6144,70
1786265783.99,100,5981,6144,70
1786265785.04,100,5981,6144,70
1786265786.11,100,5981,6144,71
1786265787.16,100,5981,6144,70
1786265788.23,100,5981,6144,71
1786265789.29,100,5981,6144,71
1786265790.37,100,5981,6144,71
1786265791.43,100,5981,6144,71
1786265792.49,100,5981,6144,71
1786265793.57,100,5981,6144,71
1786265794.62,100,5981,6144,71
1786265795.68,100,5981,6144,71
1786265796.74,100,5981,6144,71
1786265797.81,100,5981,6144,71
1786265798.88,100,5981,6144,71
1786265799.94,100,5981,6144,71
1786265801.02,100,5981,6144,71
1786265802.1,100,5981,6144,71
1786265803.15,100,5981,6144,71
1786265804.23,100,5981,6144,71
1786265805.29,100,5981,6144,71
1786265806.35,100,5981,6144,75
1786265807.4,100,5981,6144,72
1786265808.48,100,5981,6144,72
1786265809.54,100,5981,6144,72
1786265810.61,100,5981,6144,71
1786265811.68,100,5981,6144,72
1786265812.75,100,5981,6144,71
1786265813.82,100,5981,6144,72
1786265814.89,100,5981,6144,71
1786265815.96,100,5981,6144,72
1786265817.02,100,5981,6144,71
1786265818.1,100,5981,6144,72
1786265819.17,100,5981,6144,71
1786265820.24,100,5981,6144,72
1786265821.31,100,5981,6144,72
1786265822.38,100,5981,6144,71
1786265823.44,100,5981,6144,72
1786265824.5,100,5981,6144,76
1786265825.59,100,5981,6144,73
1786265826.66,100,5981,6144,72
1786265827.72,100,5981,6144,72
1786265828.78,100,5981,6144,72
1786265829.85,100,5981,6144,72
1786265830.92,100,5981,6144,72
1786265831.98,100,5981,6144,72
1786265833.04,100,5981,6144,72
1786265834.12,100,5981,6144,72
1786265835.18,100,5981,6144,72
1786265836.27,100,5981,6144,72
1786265837.33,100,5981,6144,72
1786265838.41,100,5981,6144,72
1786265839.47,100,5981,6144,72
1786265840.53,100,5981,6144,72
1786265841.59,100,5981,6144,72
1786265842.66,100,5981,6144,78
1786265843.71,100,5981,6144,73
1786265844.78,100,5981,6144,72
1786265845.84,100,5981,6144,72
1786265846.92,100,5981,6144,72
1786265847.99,100,5981,6144,72
1786265849.04,100,5981,6144,72
1786265850.11,100,5981,6144,72
1786265851.16,100,5981,6144,72
1786265852.22,100,5981,6144,72
1786265853.28,100,5981,6144,72
1786265854.35,100,5981,6144,72
1786265855.41,100,5981,6144,72
1786265856.48,99,5981,6144,72
1786265857.55,100,5981,6144,72
1786265858.63,100,5981,6144,72
1786265859.69,100,5981,6144,72
1786265860.75,100,5981,6144,76
1786265861.81,100,5981,6144,72
1786265862.88,100,5981,6144,72
1786265863.94,100,5981,6144,72
1786265865.02,100,5981,6144,72
1786265866.09,100,5981,6144,72
1786265867.14,100,5981,6144,72
1786265868.21,100,5981,6144,72
1786265869.27,100,5981,6144,72
1786265870.33,100,5981,6144,71
1786265871.4,100,5981,6144,72
1786265872.46,100,5981,6144,72
1786265873.51,100,5981,6144,71
1786265874.58,100,5981,6144,72
1786265875.65,100,5981,6144,71
1786265876.73,100,5981,6144,72
1786265877.78,100,5981,6144,71
1786265878.85,100,5981,6144,74
1786265879.9,100,5981,6144,72
1786265880.97,100,5981,6144,72
1786265882.03,100,5981,6144,71
1786265883.12,100,5981,6144,71
1786265884.18,100,5981,6144,71
1786265885.24,100,5981,6144,72
1786265886.31,100,5981,6144,71
1786265887.38,100,5981,6144,71
1786265888.46,100,5981,6144,71
1786265889.54,100,5981,6144,71
1786265890.59,100,5981,6144,71
1786265891.67,100,5981,6144,71
1786265892.73,100,5981,6144,71
1786265893.8,100,5981,6144,71
1786265894.87,100,5981,6144,71
1786265895.93,100,5981,6144,71
1786265897.0,100,5981,6144,74
1786265898.05,100,5981,6144,72
1786265899.12,100,5981,6144,72
1786265900.18,100,5981,6144,71
1786265901.24,100,5981,6144,71
1786265902.3,100,5981,6144,71
1786265903.37,100,5981,6144,71
1786265904.44,100,5981,6144,71
1786265905.51,100,5981,6144,71
1786265906.57,100,5981,6144,71
1786265907.64,100,5981,6144,71
1786265908.77,100,5981,6144,71
1786265909.85,100,5981,6144,71
1786265910.92,100,5981,6144,71
1786265911.98,100,5981,6144,71
1786265913.06,100,5981,6144,71
1786265914.13,100,5981,6144,71
1786265915.18,100,5981,6144,74
1786265916.25,100,5981,6144,72
1786265917.31,100,5981,6144,71
1786265918.37,100,5981,6144,71
1786265919.43,100,5981,6144,71
1786265920.49,100,5981,6144,71
1786265921.55,100,5981,6144,71
1786265922.61,100,5981,6144,71
1786265923.67,100,5981,6144,71
1786265924.72,100,5981,6144,72
1786265925.79,100,5981,6144,71
1786265926.87,100,5981,6144,71
1786265927.92,100,5981,6144,72
1786265929.0,100,5981,6144,71
1786265930.06,100,5981,6144,71
1786265931.11,99,5981,6144,71
1786265932.17,100,5981,6144,71
1786265933.24,100,5981,6144,77
1786265934.31,100,5981,6144,71
1786265935.38,100,5981,6144,71
1786265936.46,100,5981,6144,71
1786265937.52,100,5981,6144,71
1786265938.58,100,5981,6144,71
1786265939.65,100,5981,6144,71
1786265940.72,100,5981,6144,72
1786265941.79,100,5981,6144,71
1786265942.87,100,5981,6144,71
1786265943.93,100,5981,6144,71
1786265945.01,100,5981,6144,71
1786265946.11,100,5981,6144,72
1786265947.16,100,5981,6144,71
1786265948.23,100,5981,6144,71
1786265949.3,100,5981,6144,71
1786265950.35,100,5981,6144,71
1786265951.4,100,5981,6144,73
1786265952.46,100,5981,6144,71
1786265953.53,100,5981,6144,71
1786265954.6,100,5981,6144,72
1786265955.67,100,5981,6144,71
1786265956.73,100,5981,6144,71
1786265957.81,100,5981,6144,71
1786265958.87,100,5981,6144,71
1786265959.93,100,5981,6144,71
1786265960.98,100,5981,6144,72
