t_epoch,util_gpu_pct,mem_used_mib,mem_total_mib,temp_c
1786266843.97,3,317,6144,62
1786266845.03,1,317,6144,62
1786266846.14,1,317,6144,62
1786266847.21,1,317,6144,62
1786266848.27,16,529,6144,63
1786266849.33,0,529,6144,63
1786266850.39,0,529,6144,63
1786266851.46,0,529,6144,63
1786266852.52,0,529,6144,63
1786266853.6,0,529,6144,63
1786266854.66,0,529,6144,62
1786266855.72,0,529,6144,61
1786266856.77,2,529,6144,61
1786266857.84,2,529,6144,61
1786266858.9,2,529,6144,61
1786266859.96,2,529,6144,61
1786266861.04,2,529,6144,61
1786266862.11,1,529,6144,61
1786266863.19,2,529,6144,60
1786266864.25,3,529,6144,60
1786266865.31,2,529,6144,60
1786266866.4,4,529,6144,60
1786266867.47,4,529,6144,60
1786266868.54,4,529,6144,60
1786266869.61,4,529,6144,60
1786266870.67,1,529,6144,60
1786266871.74,2,529,6144,60
1786266872.82,2,529,6144,60
1786266873.89,2,529,6144,59
1786266874.96,2,529,6144,59
1786266876.02,2,529,6144,59
1786266877.09,2,529,6144,59
1786266878.16,1,529,6144,59
1786266879.22,1,529,6144,59
1786266880.29,2,529,6144,59
1786266881.36,2,529,6144,59
1786266882.44,2,529,6144,59
1786266883.52,2,529,6144,59
1786266884.58,2,529,6144,59
1786266885.65,1,529,6144,59
1786266886.72,2,529,6144,59
1786266887.78,2,529,6144,59
1786266888.85,2,529,6144,59
1786266889.93,2,529,6144,59
1786266891.0,2,529,6144,59
1786266892.08,1,529,6144,58
1786266893.14,2,529,6144,58
1786266894.21,4,529,6144,58
1786266895.32,4,524,6144,58
1786266896.38,5,528,6144,58
1786266897.46,4,528,6144,58
1786266898.54,4,528,6144,58
1786266899.63,3,528,6144,58
1786266900.71,1,528,6144,58
1786266901.78,2,528,6144,58
1786266902.85,2,528,6144,58
1786266903.94,2,528,6144,58
1786266905.02,2,528,6144,58
1786266906.09,2,528,6144,58
1786266907.16,2,528,6144,58
1786266908.23,1,528,6144,58
1786266909.35,2,528,6144,58
1786266910.44,2,524,6144,58
1786266911.52,2,528,6144,58
1786266912.6,2,528,6144,58
1786266913.67,2,528,6144,57
1786266914.75,2,528,6144,57
1786266915.84,1,529,6144,57
1786266916.9,2,529,6144,57
1786266917.97,2,529,6144,57
1786266919.03,2,529,6144,57
1786266920.12,3,529,6144,57
1786266921.17,4,529,6144,57
1786266922.24,4,529,6144,57
1786266923.3,100,5371,6144,58
1786266924.37,0,5693,6144,61
1786266925.45,81,5693,6144,66
1786266926.52,100,5693,6144,71
1786266927.59,100,5695,6144,72
1786266928.66,100,5695,6144,73
1786266929.73,100,5695,6144,74
1786266930.8,100,5695,6144,75
1786266931.87,100,5695,6144,75
1786266932.94,100,5695,6144,76
1786266934.03,100,5695,6144,77
1786266935.11,100,5695,6144,77
1786266936.17,100,5695,6144,78
1786266937.23,100,5695,6144,79
1786266938.3,100,5695,6144,79
1786266939.35,100,5695,6144,80
1786266940.42,100,5695,6144,80
1786266941.48,83,5695,6144,81
1786266942.54,100,5695,6144,81
1786266943.64,100,5695,6144,82
1786266944.7,100,5695,6144,82
1786266945.78,100,5695,6144,81
1786266946.85,100,5695,6144,82
1786266947.92,100,5695,6144,83
1786266949.0,100,5695,6144,83
1786266950.09,86,5695,6144,83
1786266951.19,99,5695,6144,84
1786266952.26,100,5695,6144,84
1786266953.33,100,5695,6144,84
1786266954.4,100,5695,6144,84
1786266955.46,100,5695,6144,85
1786266956.52,100,5695,6144,85
1786266957.58,100,5695,6144,85
1786266958.64,86,5695,6144,85
1786266959.71,100,5695,6144,86
1786266960.78,100,5695,6144,86
1786266961.84,100,5695,6144,86
1786266962.91,99,5695,6144,86
1786266963.97,100,5695,6144,86
1786266965.03,100,5695,6144,86
1786266966.11,100,5695,6144,87
1786266967.18,93,5695,6144,87
1786266968.26,93,5695,6144,86
1786266969.31,100,5695,6144,86
1786266970.38,100,5695,6144,87
1786266971.44,100,5695,6144,87
1786266972.51,100,5695,6144,86
1786266973.56,100,5695,6144,86
1786266974.63,100,5695,6144,86
1786266975.7,100,5695,6144,86
1786266976.76,100,5695,6144,86
1786266977.83,90,5695,6144,87
1786266978.89,84,5695,6144,87
1786266979.96,100,5695,6144,86
1786266981.05,100,5695,6144,87
1786266982.12,100,5695,6144,87
1786266983.18,100,5695,6144,87
1786266984.32,99,5695,6144,87
1786266985.39,100,5695,6144,87
1786266986.46,100,5695,6144,86
1786266987.53,100,5695,6144,87
1786266988.6,100,5695,6144,87
1786266989.67,85,5695,6144,87
1786266990.74,100,5695,6144,87
1786266991.8,100,5695,6144,87
1786266992.88,100,5695,6144,87
1786266993.94,100,5695,6144,87
1786266995.0,100,5695,6144,87
1786266996.05,100,5695,6144,87
1786266997.11,100,5695,6144,87
1786266998.18,100,5695,6144,87
1786266999.25,100,5695,6144,87
1786267000.33,99,5695,6144,87
1786267001.38,85,5695,6144,87
1786267002.45,87,5695,6144,87
1786267003.51,100,5695,6144,87
1786267004.57,100,5695,6144,87
1786267005.64,100,5695,6144,87
1786267006.7,100,5695,6144,87
1786267007.77,100,5695,6144,87
1786267008.83,100,5695,6144,87
1786267009.89,100,5695,6144,87
1786267010.97,100,5695,6144,88
1786267012.03,100,5695,6144,86
1786267013.1,100,5695,6144,86
1786267014.19,100,5695,6144,87
1786267015.25,85,5695,6144,87
1786267016.33,89,5695,6144,87
1786267017.43,100,5695,6144,87
1786267018.5,100,5695,6144,87
1786267019.55,100,5695,6144,87
1786267020.61,99,5695,6144,87
1786267021.67,100,5695,6144,86
1786267022.75,100,5695,6144,87
1786267023.82,100,5695,6144,86
1786267024.88,100,5695,6144,87
1786267025.95,99,5695,6144,87
1786267027.02,100,5695,6144,87
1786267028.09,100,5695,6144,87
1786267029.16,95,5695,6144,86
1786267030.22,87,5695,6144,86
1786267031.29,100,5695,6144,86
1786267032.35,100,5695,6144,86
1786267033.42,100,5695,6144,86
1786267034.48,2,5695,6144,80
1786267035.57,0,5695,6144,79
1786267036.65,0,5695,6144,76
1786267037.71,1,5695,6144,75
