t,pwr,gtemp,mtemp,sm,mem,mclk,pclk
1786271832.6102853,60,67,-,100,5,7001,2032
1786271833.6277976,55,67,-,100,0,7001,2032
1786271834.6367397,56,69,-,100,2,7001,2032
1786271835.641738,54,67,-,100,0,7001,2032
1786271836.6470883,54,67,-,100,0,7001,2032
1786271837.6521335,51,68,-,100,0,7001,2032
1786271838.6529138,53,67,-,100,6,7001,2032
1786271839.6668022,50,67,-,100,0,7001,2032
1786271840.6810498,51,67,-,100,0,7001,2032
1786271841.6842089,53,67,-,100,0,7001,2032
1786271842.6933548,60,67,-,100,5,7001,2032
1786271843.7059498,51,67,-,100,0,7001,2032
1786271844.7070656,52,67,-,100,0,7001,2032
1786271845.7093067,51,68,-,100,6,7001,2032
1786271846.7214143,67,67,-,100,3,7001,2032
1786271847.7227137,57,68,-,100,0,7001,2032
1786271848.7305944,51,67,-,100,0,7001,2032
1786271849.7446907,55,67,-,100,3,7001,2032
1786271850.7560942,54,67,-,100,0,7001,2032
1786271851.758187,51,68,-,100,0,7001,2032
1786271852.7630348,60,67,-,100,5,7001,2032
1786271853.7744393,52,67,-,100,0,7001,2032
1786271854.7776377,52,68,-,100,0,7001,2032
1786271855.786102,51,68,-,100,0,7001,2032
1786271856.798982,61,67,-,100,6,7001,2032
1786271857.8126962,51,67,-,100,0,7001,2032
1786271858.813573,52,68,-,100,0,7001,2032
1786271859.819891,124,73,-,99,43,7001,1987
1786271860.8221538,53,68,-,100,0,7001,2032
1786271861.8312953,53,68,-,100,0,7001,2032
1786271862.8427973,53,68,-,100,3,7001,2032
1786271863.8509073,57,67,-,100,5,7001,2032
1786271864.863139,51,68,-,100,0,7001,2032
1786271865.8774664,55,68,-,100,0,7001,2032
1786271866.8807328,62,68,-,100,6,7001,2032
1786271867.8894103,51,68,-,100,0,7001,2032
1786271868.8955479,54,68,-,100,0,7001,2032
1786271869.9042675,56,68,-,100,0,7001,2032
1786271870.9078681,71,68,-,100,5,7001,2032
1786271871.9137611,87,69,-,100,0,7001,1980
1786271872.9213674,54,68,-,100,1,7001,2032
1786271873.9257562,53,68,-,100,0,7001,2032
1786271874.9266746,52,68,-,100,1,7001,2032
1786271875.9298134,55,68,-,100,0,7001,2032
1786271876.9330611,55,68,-,100,6,7001,2032
1786271877.943138,51,68,-,100,6,7001,2032
1786271878.956377,56,68,-,100,0,7001,2032
1786271879.9583628,56,68,-,100,0,7001,2032
1786271880.9642854,61,68,-,100,5,7001,2032
1786271881.9772034,51,68,-,100,4,7001,2032
1786271882.991298,56,68,-,100,0,7001,2032
1786271883.9918785,56,68,-,100,0,7001,2032
1786271885.0059078,84,72,-,100,4,7001,2025
1786271886.0075235,51,68,-,100,1,7001,2032
1786271887.0188804,53,68,-,100,1,7001,2032
1786271888.0303738,55,69,-,100,3,7001,2032
1786271889.0351176,51,68,-,100,0,7001,2032
1786271890.037596,52,68,-,100,0,7001,2032
1786271891.0404923,64,68,-,100,5,7001,2032
1786271892.0440476,54,69,-,100,5,7001,2032
1786271893.058836,52,68,-,100,0,7001,2032
1786271894.0589302,52,68,-,100,0,7001,2032
1786271895.059827,55,68,-,100,6,7001,2032
1786271896.0679226,51,68,-,100,5,7001,2032
1786271897.0761902,52,68,-,100,0,7001,2032
1786271898.0875368,53,69,-,100,43,7001,2032
1786271899.091609,53,68,-,100,0,7001,2032
1786271900.0929282,53,68,-,100,0,7001,2032
1786271901.1030076,56,68,-,100,0,7001,2032
1786271902.1155472,53,69,-,100,5,7001,2032
1786271903.1191924,55,68,-,100,0,7001,2032
1786271904.1280727,51,68,-,100,0,7001,2032
1786271905.138557,55,68,-,100,6,7001,2032
1786271906.145244,51,68,-,100,6,7001,2032
1786271907.1580074,54,68,-,100,0,7001,2032
1786271908.1636455,52,68,-,100,0,7001,2032
1786271909.1760345,61,68,-,100,5,7001,2032
1786271910.1778197,121,73,-,100,1,7001,1980
1786271911.1860552,55,68,-,100,1,7001,2032
1786271912.1989677,53,68,-,100,1,7001,2032
1786271913.2072191,55,68,-,100,1,7001,2032
1786271914.2152061,52,68,-,100,0,7001,2032
1786271915.218045,55,68,-,100,2,7001,2032
1786271916.2214696,51,69,-,100,6,7001,2032
1786271917.228693,56,68,-,100,0,7001,2032
1786271918.233934,52,68,-,100,0,7001,2032
1786271919.2385476,56,68,-,100,5,7001,2032
1786271920.2440746,51,69,-,100,5,7001,2032
1786271921.2574415,56,68,-,100,0,7001,2032
1786271922.2699986,61,68,-,100,0,7001,2032
1786271923.276693,80,70,-,97,9,7001,2025
1786271924.2835984,52,68,-,100,0,7001,2032
1786271925.2921293,55,68,-,100,1,7001,2032
1786271926.294233,60,69,-,100,3,7001,2032
1786271927.3099258,53,68,-,100,0,7001,2032
1786271928.3236415,52,68,-,100,0,7001,2032
1786271929.3349707,59,68,-,100,2,7001,2032
1786271930.3498538,51,69,-,100,5,7001,2032
1786271931.3645291,52,68,-,100,0,7001,2032
1786271932.3694239,52,68,-,100,0,7001,2032
1786271933.3827252,56,68,-,100,6,7001,2032
1786271934.391844,51,68,-,100,5,7001,2032
1786271935.3971574,125,75,-,100,43,7001,2002
1786271936.3989697,52,68,-,100,0,7001,2032
1786271937.4044795,52,68,-,100,0,7001,2032
1786271938.4106112,54,68,-,100,0,7001,2032
1786271939.4161322,53,68,-,100,5,7001,2032
1786271940.4227493,51,69,-,100,0,7001,2032
1786271941.425633,56,68,-,100,0,7001,2032
1786271942.433547,56,68,-,100,2,7001,2032
1786271943.448902,61,68,-,100,6,7001,2032
1786271944.4573915,52,68,-,100,0,7001,2032
1786271945.4712539,56,68,-,100,0,7001,2032
1786271946.4777973,61,68,-,100,5,7001,2032
1786271947.4852436,57,69,-,100,4,7001,2032
1786271948.4999738,53,69,-,100,1,7001,2032
1786271949.5027437,53,69,-,100,0,7001,2032
1786271950.5034606,53,68,-,100,1,7001,2032
1786271951.5137582,52,68,-,100,0,7001,2032
1786271952.5293343,52,68,-,100,0,7001,2032
1786271953.5406137,62,68,-,100,6,7001,2032
1786271954.545023,51,69,-,100,0,7001,2032
1786271955.5575726,51,68,-,100,0,7001,2032
1786271956.5717847,52,68,-,100,0,7001,2032
1786271957.5792918,62,68,-,100,5,7001,2032
1786271958.597073,51,68,-,100,0,7001,2032
1786271959.612062,52,67,-,100,0,7001,2032
1786271960.6216624,63,68,-,95,9,7001,2002
1786271961.6281,55,68,-,100,0,7001,2032
1786271962.640144,53,68,-,100,1,7001,2032
1786271963.6409955,51,67,-,100,0,7001,2032
1786271964.652895,52,68,-,100,5,7001,2032
1786271965.6548567,61,67,-,100,0,7001,2032
1786271966.6551237,51,67,-,100,0,7001,2032
1786271967.6656187,51,67,-,100,5,7001,2032
1786271968.6791437,53,68,-,100,5,7001,2032
1786271969.694648,55,67,-,100,5,7001,2032
1786271970.6961396,51,67,-,100,0,7001,2032
1786271971.7083719,51,67,-,100,0,7001,2032
1786271972.720453,56,67,-,100,5,7001,2032
1786271973.7269044,111,74,-,100,2,7001,2025
1786271974.7374222,52,67,-,100,0,7001,2032
1786271975.7541878,53,67,-,100,2,7001,2032
1786271976.7616372,51,67,-,100,1,7001,2032
1786271977.76873,51,67,-,100,0,7001,2032
1786271978.7792187,52,68,-,100,0,7001,2032
1786271979.7968585,56,67,-,100,5,7001,2032
1786271980.8065712,54,67,-,100,0,7001,2032
1786271981.815548,51,67,-,100,0,7001,2032
1786271982.830502,56,68,-,100,1,7001,2032
1786271983.831577,56,67,-,100,6,7001,2032
1786271984.8456109,51,67,-,100,0,7001,2032
1786271985.8472245,56,67,-,100,0,7001,2032
1786271986.8566475,55,68,-,100,1,7001,2032
1786271987.8598294,51,68,-,100,0,7001,2032
1786271988.8738077,52,67,-,100,0,7001,2032
1786271989.8808393,52,68,-,100,5,7001,2032
1786271990.8955832,55,67,-,100,4,7001,2032
1786271991.9080803,56,68,-,100,0,7001,2032
1786271992.9172373,52,68,-,100,0,7001,2032
1786271993.9236434,68,67,-,100,6,7001,2032
1786271994.9271069,51,68,-,100,0,7001,2032
1786271995.9326756,52,68,-,100,0,7001,2032
1786271996.9428883,54,68,-,100,0,7001,2032
1786271997.9558184,57,67,-,100,5,7001,2032
1786271998.9673069,53,69,-,100,42,7001,2032
1786271999.9739006,53,68,-,100,0,7001,2032
1786272000.978362,52,68,-,100,1,7001,2032
1786272001.990134,52,68,-,100,0,7001,2032
1786272002.9943988,52,68,-,100,0,7001,2032
1786272004.0016732,61,67,-,100,6,7001,2032
1786272005.0071383,52,68,-,100,5,7001,2032
1786272006.0201337,52,68,-,100,0,7001,2032
1786272007.0344608,55,68,-,100,0,7001,2032
1786272008.045103,75,68,-,100,5,7001,2032
1786272009.0491693,51,68,-,100,3,7001,2032
1786272010.052095,56,68,-,100,0,7001,2032
1786272011.054941,55,68,-,100,0,7001,2032
1786272012.0699508,58,69,-,100,0,7001,2032
1786272013.0709124,53,68,-,100,0,7001,2032
1786272014.0718365,55,69,-,100,1,7001,2032
1786272015.083571,55,68,-,100,5,7001,2032
1786272016.0860116,55,68,-,100,0,7001,2032
1786272017.0999813,54,68,-,100,0,7001,2032
1786272018.1100597,68,68,-,100,5,7001,2032
1786272019.1220536,51,68,-,100,5,7001,2032
1786272020.1354778,51,68,-,100,0,7001,2032
1786272021.1371112,55,69,-,100,0,7001,2032
1786272022.1392555,78,68,-,100,6,7001,2032
1786272023.1415257,55,68,-,100,4,7001,2032
1786272024.14448,126,74,-,100,0,7001,2002
1786272025.1523085,51,68,-,100,0,7001,2032
1786272026.155088,51,68,-,100,0,7001,2032
1786272027.1625743,55,68,-,100,0,7001,2032
1786272028.1756172,56,68,-,100,1,7001,2032
1786272029.1775632,51,68,-,100,5,7001,2032
1786272030.189754,52,68,-,100,0,7001,2032
1786272031.199598,51,68,-,100,0,7001,2032
1786272032.2087004,61,68,-,100,6,7001,2032
1786272033.217885,54,67,-,100,6,7001,2032
1786272034.2287736,54,67,-,100,0,7001,2032
1786272035.2311342,54,68,-,100,0,7001,2032
1786272036.2443368,60,68,-,100,5,7001,2032
1786272037.2462676,53,68,-,100,43,7001,2032
1786272038.2539275,54,68,-,100,0,7001,2032
1786272039.260627,54,67,-,100,1,7001,2032
1786272040.2747233,53,67,-,100,1,7001,2032
1786272041.2850564,55,67,-,100,0,7001,2032
1786272042.2854068,56,68,-,100,1,7001,2032
1786272043.2924647,56,68,-,100,6,7001,2032
1786272044.2984886,54,67,-,100,0,7001,2032
1786272045.3055587,56,68,-,100,0,7001,2032
1786272046.3128958,56,68,-,100,2,7001,2032
1786272047.3213074,51,68,-,100,5,7001,2032
1786272048.3268075,51,67,-,100,0,7001,2032
1786272049.341302,57,70,-,100,0,7001,2032
1786272050.3548813,56,68,-,100,1,7001,2032
1786272051.3637953,53,68,-,100,0,7001,2032
1786272052.3652172,57,68,-,100,1,7001,2032
1786272053.3729105,57,68,-,100,5,7001,2032
1786272054.3734808,51,68,-,100,4,7001,2032
1786272055.3868363,56,68,-,100,0,7001,2032
1786272056.3897145,56,68,-,100,0,7001,2032
1786272057.400579,56,68,-,100,5,7001,2032
1786272058.4124575,52,68,-,100,0,7001,2032
1786272059.4171715,52,68,-,100,0,7001,2032
1786272060.4216485,63,68,-,100,1,7001,2032
1786272061.4281938,53,68,-,100,6,7001,2032
1786272062.4290297,100,71,-,100,0,7001,2017
1786272063.4443476,52,68,-,100,0,7001,2032
1786272064.4456346,52,68,-,100,1,7001,2032
1786272065.4537752,52,68,-,100,0,7001,2032
1786272066.4580207,52,68,-,100,5,7001,2032
1786272067.4647663,55,68,-,100,4,7001,2032
1786272068.4685621,51,68,-,100,0,7001,2032
1786272069.479014,52,68,-,100,0,7001,2032
1786272070.4942834,56,68,-,100,6,7001,2032
1786272071.501176,51,69,-,100,0,7001,2032
1786272072.504757,51,68,-,100,0,7001,2032
1786272073.5167081,55,68,-,100,1,7001,2032
1786272074.5204287,40,67,-,5,0,7001,2032
1786272075.5227835,39,66,-,0,0,7001,2032
1786272076.524741,32,64,-,0,0,810,375
